city,latitude,longitude,name,province
Valdosta,30.871864,-83.290085,Arbys,GA
Albany,31.592102,-84.176434,Arbys,GA
Albany,31.619308,-84.224919,Arbys,GA
Thomasville,30.853628,-83.950632,Arbys,GA
Thomasville,30.853628,-83.950632,Arbys,GA
Rincon,32.276586,-81.22894,Arbys,GA
Savannah,32.041732,-81.064338,Arbys,GA
Savannah,32.041732,-81.064338,Arbys,GA
Savannah,32.003333,-81.11333,Arbys,GA
Warner Robins,32.593449,-83.623179,Arbys,GA
Warner Robins,32.617941,-83.652608,Arbys,GA
Macon,32.891349,-83.678165,Arbys,GA
Macon,32.891349,-83.678165,Arbys,GA
Macon,32.891349,-83.678165,Arbys,GA
Macon,32.891349,-83.678165,Arbys,GA
Macon,32.870473,-83.702864,Arbys,GA
Macon,32.853768,-83.618154,Arbys,GA
Macon,32.853768,-83.618154,Arbys,GA
Hinesville,31.842958,-81.600625,Arbys,GA
Augusta,33.476141,-81.99899,Arbys,GA
Milledgeville,33.113768,-83.259959,Arbys,GA
Milledgeville,33.113768,-83.259959,Arbys,GA
Thomson,33.506206,-82.503494,Arbys,GA
Indianapolis,39.780626,-86.172065,Arbys,IN
Iowa,30.253407,-93.014612,Arbys,LA
Manhattan,39.189966,-96.553984,Arbys,KS
Manhattan,39.189966,-96.553984,Arbys,KS
Massillon,40.767434,-81.522438,Subway,OH
North Las Vegas,36.199929,-115.193215,Subway,NV
Las Vegas,36.099495,-115.12035,Subway,NV
Cheyenne,41.134444,-104.811619,Arbys,WY
Morgantown,39.630271,-79.986702,Arbys,WV
Fairmont,39.431593,-80.185734,Arbys,WV
Fairmont,39.431593,-80.185734,Arbys,WV
Lewisburg,37.8117,-80.431708,Arbys,WV
Wisconsin Rapids,44.366678,-89.817447,Arbys,WI
Hot Springs National Park,34.479896,-93.060339,Arbys,AR
Hot Springs National Park,34.479896,-93.060339,Arbys,AR
Van Buren,35.469122,-94.355803,Arbys,AR
Jacksonville,34.866628,-92.120571,Arbys,AR
Little Rock,34.761001,-92.381014,Arbys,AR
Little Rock,34.761001,-92.381014,Arbys,AR
Kenai,60.557028,-151.241555,Arbys,AK
Upper Sandusky,40.827469,-83.288942,Subway,OH
Cuyahoga Falls,41.181699,-81.508584,Subway,OH
Uniontown,40.948207,-81.465119,Subway,OH
Bozeman,45.669431,-111.081188,Arbys,MT
Columbia,34.02253,-80.943727,Arbys,SC
Magna,40.694854,-112.090987,Arbys,UT
Lodi,38.117688,-121.391985,Arbys,CA
Delaware,40.291657,-83.068976,Arbys,OH
Wichita,37.75047,-97.462143,Arbys,KS
White House,36.469685,-86.678683,Arbys,TN
Fort George G Meade,39.098024,-76.755445,Arbys,MD
Terrell,32.738517,-96.303893,Arbys,TX
Fort Collins,40.539839,-105.076591,Arbys,CO
Loveland,40.407911,-105.052851,Arbys,CO
Saint Louis,38.612093,-90.346752,Arbys,MO
Saint Louis,38.612093,-90.346752,Arbys,MO
Yucca Valley,34.12629,-116.406246,Arbys,CA
Malden,42.429621,-71.049616,Subway,MA
Seekonk,41.823655,-71.344776,Subway,MA
Waterville,41.499703,-83.719818,Subway,OH
Warren,41.211014,-80.815577,Subway,OH
Circleville,39.587926,-82.954057,Subway,OH
West Springfield,42.106291,-72.64405,Subway,MA
Springfield,42.135589,-72.522918,Subway,MA
Cleveland,41.520694,-81.536728,Subway,OH
Canton,40.837406,-81.38972,Subway,OH
Sandusky,41.4195,-82.757931,Subway,OH
Grafton,41.313987,-82.003016,Subway,OH
Willoughby,41.626435,-81.434745,Subway,OH
Glenolden,39.903139,-75.283903,Subway,PA
Springfield,39.913852,-75.345867,Subway,PA
Arcadia,32.559991,-92.914415,Subway,LA
Port Barre,30.547147,-91.977483,Subway,LA
Shreveport,32.452003,-93.860788,Subway,LA
Cottonport,30.987445,-92.056574,Subway,LA
Hebron,40.175941,-97.575822,Subway,NE
Albion,41.690786,-97.997301,Subway,NE
Marietta,33.980173,-84.559339,Subway,GA
Macon,32.86607,-83.57982,Subway,GA
Lithonia,33.706851,-84.115384,Subway,GA
Lithia Springs,33.733688,-84.667932,Subway,GA
Leesburg,31.627951,-84.1222,Subway,GA
Florence,44.003145,-124.100431,Subway,OR
Lake City,33.877497,-79.756713,Subway,SC
Dillon,34.431324,-79.365659,Subway,SC
Hartsville,34.36316,-80.127755,Subway,SC
Spartanburg,34.950914,-81.934008,Subway,SC
Walterboro,32.92772,-80.68687,Subway,SC
Richmond,29.551541,-95.694136,Subway,TX
Chicago,41.93263,-87.654056,Subway,IL
Calhan,39.035936,-104.303651,Subway,CO
Eugene,44.084669,-123.155932,Subway,OR
Cottage Grove,43.799202,-123.03867,Subway,OR
Grants Pass,42.421768,-123.332838,Subway,OR
Lapeer,43.036288,-83.323182,Taco Bell,MI
Greeley,40.422481,-104.725293,Subway,CO
New York,40.709333,-74.008955,Subway,NY
Saugus,42.474117,-71.023476,Burger King,MA
Saugus,42.474117,-71.023476,Burger King,MA
North Andover,42.674359,-71.12735,Burger King,MA
Burlington,42.472464,-71.212248,Burger King,MA
Framingham,42.278446,-71.407199,Burger King,MA
Worcester,42.254971,-71.799431,Burger King,MA
Spartanburg,34.934421,-81.986565,Mcdonalds,SC
Myrtle Beach,33.776512,-78.795359,Mcdonalds,SC
Laurens,34.504943,-82.009568,Mcdonalds,SC
Kingstree,33.663164,-79.833356,Mcdonalds,SC
West Plains,36.715874,-91.871686,Taco Bell,MO
Springfield,37.181419,-93.251637,Taco Bell,MO
Springfield,37.182473,-93.299056,Taco Bell,MO
Saint Peters,38.793782,-90.571991,Taco Bell,MO
Saint Louis,38.625824,-90.287392,Taco Bell,MO
Sheridan,34.293802,-92.399002,Subway,AR
Little Rock,34.744258,-92.275343,Subway,AR
Morrilton,35.113366,-92.44738,Subway,AR
Brinkley,34.903863,-91.198013,Subway,AR
Conway,35.112252,-92.432532,Subway,AR
Greenbrier,35.218833,-92.388328,Subway,AR
Columbus,32.485261,-84.93605,Taco Bell,GA
Columbus,32.463103,-84.926483,Taco Bell,GA
Cedartown,34.016266,-85.254239,Taco Bell,GA
Atlanta,33.757947,-84.394624,Taco Bell,GA
Atlanta,33.85,-84.429745,Taco Bell,GA
Raton,36.884937,-104.433231,Mcdonalds,NM
Raton,36.884937,-104.433231,Mcdonalds,NM
Lordsburg,32.343179,-108.711991,Mcdonalds,NM
Louisville,38.086811,-85.667689,Burger King,KY
Louisville,38.252488,-85.65091,Burger King,KY
Louisville,38.252488,-85.65091,Burger King,KY
Detroit,42.368993,-83.138806,Burger King,MI
Rochester,42.679922,-83.192184,Burger King,MI
Rochester,42.679922,-83.192184,Burger King,MI
Detroit,42.441354,-83.02449,Burger King,MI
Detroit,42.441354,-83.02449,Burger King,MI
Detroit,42.39098,-83.127440000000007,Burger King,MI
Detroit,42.411232,-83.140591,Burger King,MI
Detroit,42.383798,-82.965874,Burger King,MI
Detroit,42.383798,-82.965874,Burger King,MI
Detroit,42.412371,-82.992613,Burger King,MI
Ypsilanti,42.198633,-83.701448,Burger King,MI
Canton,42.271911,-83.486574,Burger King,MI
Canton,42.271911,-83.486574,Burger King,MI
Arkadelphia,34.12015,-93.094315,Subway,AR
Texarkana,33.460583,-94.042844,Subway,AR
Hixson,35.173456,-85.206053,Subway,TN
Jackson,35.660294,-88.851576,Subway,TN
Gainesboro,36.340361,-85.656679,Subway,TN
South Saint Paul,44.868249,-93.025774,Dairy Queen,MN
Spicer,45.230717,-94.939443,Dairy Queen,MN
Saint Paul,44.977283,-93.04341,Dairy Queen,MN
Saint Paul,44.977283,-93.04341,Dairy Queen,MN
Follansbee,40.334354,-80.596133,Burger King,WV
Elkins,38.892328,-79.845789,Burger King,WV
South Charleston,38.329106,-81.713882,Burger King,WV
Whiteland,39.563856,-86.092199,Burger King,IN
Issaquah,47.543375,-122.015879,Subway,WA
Niagara Falls,43.095125,-79.030346,Subway,NY
Watertown,44.886558,-97.068027,Subway,SD
Watertown,44.901154,-97.105558,Subway,SD
Durham,36.017874,-78.911675,Dairy Queen,NC
Salt Lake City,40.733592,-111.938302,Arbys,UT
Salt Lake City,40.696791,-111.888759,Arbys,UT
Salt Lake City,40.696791,-111.888759,Arbys,UT
Salt Lake City,40.771159,-111.918267,Arbys,UT
Spanish Fork,40.121027,-111.640101,Arbys,UT
Salt Lake City,40.733719,-111.888614,Arbys,UT
Price,39.59992,-110.79718,Arbys,UT
Price,39.59992,-110.79718,Arbys,UT
Provo,40.21409,-111.658325,Arbys,UT
Orem,40.313637,-111.701794,Arbys,UT
Ogden,41.202229,-111.97132,Arbys,UT
Ogden,41.202229,-111.97132,Arbys,UT
Ogden,41.177333,-111.948732,Arbys,UT
Layton,41.074184,-111.9506,Arbys,UT
Lindon,40.349482,-111.72976,Arbys,UT
Waller,30.064443,-95.905673,Arbys,TX
Spring,30.066003,-95.432509,Arbys,TX
San Antonio,29.404932,-98.628837,Arbys,TX
San Antonio,29.569973,-98.383507,Arbys,TX
Richardson,32.973511,-96.69923,Arbys,TX
San Angelo,31.421448,-100.468308,Arbys,TX
Elmwood Park,41.912178,-87.806366,Burger King,IL
Elgin,42.025233,-88.338886,Burger King,IL
Elgin,42.060156,-88.316094,Burger King,IL
Elgin,42.060156,-88.316094,Burger King,IL
Edwardsville,38.786379,-89.951197,Burger King,IL
Dolton,41.622688,-87.590538,Burger King,IL
Downers Grove,41.753063,-88.012672,Burger King,IL
Chicago,41.909958,-87.749611,Burger King,IL
Chicago,41.955822,-87.749771,Burger King,IL
Chicago,41.895145,-87.725533,Burger King,IL
Chicago,41.808731,-87.675407,Burger King,IL
Chicago,41.895992,-87.686195,Burger King,IL
Chicago,41.954018,-87.663162,Burger King,IL
Denton,33.189964,-97.10396,Arbys,TX
Denton,33.189964,-97.10396,Arbys,TX
Copperas Cove,31.120436,-97.867188,Arbys,TX
Corpus Christi,27.713563,-97.370984000000007,Arbys,TX
Corpus Christi,27.684779,-97.382354,Arbys,TX
Austin,30.363358,-97.718159,Arbys,TX
Austin,30.363358,-97.718159,Arbys,TX
Amarillo,35.190678,-101.817353,Arbys,TX
Portland,36.577324,-86.514499,Arbys,TN
Nashville,36.234034,-86.758963,Arbys,TN
Nashville,36.234034,-86.758963,Arbys,TN
Nashville,36.149331,-86.666882,Arbys,TN
McMinnville,35.696804,-85.780411,Arbys,TN
Madison,36.251257,-86.717623,Arbys,TN
Maryville,35.751687,-83.99739,Arbys,TN
Canyon,34.98186,-101.919308,Subway,TX
Humble,29.99638,-95.161887,Subway,TX
Mesquite,32.835955,-96.629937,Subway,TX
Killeen,31.096631,-97.720787,Subway,TX
Huntsville,30.717538,-95.551437,Subway,TX
Allen,33.129986,-96.670843,Subway,TX
Colorado City,32.388575,-100.866551,Subway,TX
Gastonia,35.265081,-81.151273,Subway,NC
Fayetteville,35.055072,-78.884736,Subway,NC
Fayetteville,35.004737,-78.915026,Subway,NC
Erwin,35.323504,-78.645019,Subway,NC
Candler,35.546872,-82.655418,Subway,NC
Elizabethtown,34.619904,-78.590325000000007,Subway,NC
Durham,36.008757,-78.943551,Subway,NC
Durham,36.008757,-78.943551,Subway,NC
Dunn,35.33533,-78.554547,Subway,NC
Houston,29.746486,-95.360385,Subway,TX
Delafield,43.04943,-88.373027,Dairy Queen,WI
Nashville,36.151908,-86.809606,Dairy Queen,TN
Knoxville,36.035003,-83.869783,Dairy Queen,TN
Ruther Glen,37.938581,-77.465932,Dairy Queen,VA
Green Bay,44.493489,-88.070358,Dairy Queen,WI
Auburn,47.320698,-122.227109,Dairy Queen,WA
Columbus,39.95987,-83.000414,Subway,OH
Mason,39.339706,-84.341295,Subway,OH
Geneva,41.796266,-80.947353,Subway,OH
Wood River,38.870824,-90.067277,Subway,IL
Avondale,33.450165,-112.341088,Subway,AZ
Yuma,32.701891,-114.603387,Subway,AZ
Avondale,33.460696,-112.340602,Subway,AZ
Durango,37.274127,-107.880484,Subway,CO
Wylie,33.008282,-96.544518,Mcdonalds,TX
Refugio,28.309859,-97.274324,Mcdonalds,TX
Missouri City,29.534345,-95.516232,Mcdonalds,TX
Houston,29.783736,-95.520568,Mcdonalds,TX
San Antonio,29.484724,-98.666905,Mcdonalds,TX
Decatur,33.23776,-97.60375,Mcdonalds,TX
Houston,29.781447,-95.543159,Mcdonalds,TX
Houston,29.90105,-95.551515,Mcdonalds,TX
Houston,29.640633,-95.244523,Mcdonalds,TX
Dallas,32.895643,-96.722979,Mcdonalds,TX
Baytown,29.822449,-94.899115,Mcdonalds,TX
Port Arthur,29.942785,-93.990044,Mcdonalds,TX
San Antonio,29.468774,-98.648822,Mcdonalds,TX
Los Angeles,34.046317,-118.208537,Mcdonalds,CA
San Jose,37.290003,-121.880646,Mcdonalds,CA
Turlock,37.514971,-120.84836,Mcdonalds,CA
Wildomar,33.596604,-117.24305,Mcdonalds,CA
Sacramento,38.559328,-121.481879,Mcdonalds,CA
Sacramento,38.574149,-121.410111,Mcdonalds,CA
Pomona,34.088105,-117.749675,Mcdonalds,CA
Pittsburg,38.021055,-121.941953,Mcdonalds,CA
Oceanside,33.18235,-117.340242,Mcdonalds,CA
Red Bluff,40.176826,-122.233802,Mcdonalds,CA
National City,32.67734,-117.082933,Mcdonalds,CA
National City,32.67734,-117.082933,Mcdonalds,CA
Turlock,37.507401,-120.872211,Mcdonalds,CA
Turlock,37.507401,-120.872211,Mcdonalds,CA
Merced,37.31863,-120.473743,Mcdonalds,CA
Morgan Hill,37.110972,-121.640814,Mcdonalds,CA
Weed,41.397659,-122.378968,Mcdonalds,CA
Rialto,34.121688,-117.373419,Taco Bell,CA
San Bernardino,34.161944,-117.334354,Taco Bell,CA
San Bernardino,34.102676,-117.300882,Taco Bell,CA
Fontana,34.106165,-117.431013,Taco Bell,CA
San Diego,32.979905,-117.080032,Taco Bell,CA
San Diego,32.582324,-117.033004,Taco Bell,CA
Santee,32.838273,-116.982753,Taco Bell,CA
El Cajon,32.802064,-117.004318,Taco Bell,CA
Alhambra,34.079067,-118.119986,Taco Bell,CA
National City,32.661897,-117.081172,Taco Bell,CA
Ontario,34.078001,-117.611506,Taco Bell,CA
San Dimas,34.106269,-117.819625,Taco Bell,CA
Ontario,34.032871,-117.668372,Taco Bell,CA
Columbus,39.867521000000004,-82.934674,Taco Bell,OH
Columbus,39.867521000000004,-82.934674,Taco Bell,OH
New Philadelphia,40.49694,-81.472858,Taco Bell,OH
Medina,41.154455,-81.862828,Taco Bell,OH
Maumee,41.578934,-83.663531,Taco Bell,OH
Middletown,39.375445,-84.378397,Taco Bell,OH
Jackson,39.034167,-82.626398,Taco Bell,OH
Fountain Valley,33.716313,-117.955839,Taco Bell,CA
Fountain Valley,33.701903,-117.932662,Taco Bell,CA
Laguna Beach,33.537628,-117.779996,Taco Bell,CA
Dana Point,33.466037,-117.704132,Taco Bell,CA
Harvey,29.875105,-90.050413,Burger King,LA
Springfield,39.787088,-89.649662,Mcdonalds,IL
Slidell,30.311391,-89.769076,Burger King,LA
Franklinton,30.843959,-90.16094,Burger King,LA
Cut Off,29.470805,-90.313264,Burger King,LA
Houma,29.592184,-90.734707,Burger King,LA
New Orleans,29.968663,-90.105849,Burger King,LA
New Orleans,30.023447,-90.061431,Burger King,LA
New Orleans,29.956247,-90.119978,Burger King,LA
Marrero,29.875182,-90.114028,Burger King,LA
Gretna,29.904234,-90.030493,Burger King,LA
Metairie,29.975492,-90.16586,Burger King,LA
Metairie,29.993053,-90.182026,Burger King,LA
Central City,37.272549,-87.142534,Burger King,KY
Mayfield,36.729912,-88.631728,Burger King,KY
Pikeville,37.502291,-82.535067,Burger King,KY
Maysville,38.627287,-83.792117,Burger King,KY
Walton,38.918057,-84.626858,Burger King,KY
Middlesboro,36.60991,-83.701998,Burger King,KY
Wilmington,39.724142,-75.592202,Subway,DE
Newark,39.60436,-75.75863,Subway,DE
New Castle,39.690072,-75.58291,Subway,DE
Red Bluff,40.173433,-122.231365,Taco Bell,CA
Sacramento,38.474746,-121.447692,Taco Bell,CA
Marysville,39.145651,-121.593758,Taco Bell,CA
Jackson,38.344965,-120.770603,Taco Bell,CA
North Highlands,38.654505,-121.383436,Taco Bell,CA
Tacoma,47.222059,-122.537759,Mcdonalds,WA
Vancouver,45.662947,-122.559225,Mcdonalds,WA
Everett,42.39792,-71.064023,Mcdonalds,MA
Fairhaven,41.639191,-70.886685,Mcdonalds,MA
Fall River,41.695641,-71.151622,Mcdonalds,MA
Dracut,42.666411,-71.303302,Mcdonalds,MA
Danvers,42.5569,-70.967429,Mcdonalds,MA
Dorchester,42.299202,-71.060879,Mcdonalds,MA
Dorchester Center,42.290432,-71.071837,Mcdonalds,MA
Chicopee,42.164672,-72.613551,Mcdonalds,MA
Chicopee,42.197974,-72.574478,Mcdonalds,MA
Clinton,42.432234,-71.687237,Mcdonalds,MA
Chelsea,42.392684,-71.034274,Mcdonalds,MA
New York,40.8039,-73.967448,Subway,NY
New York,40.806918,-73.944175,Subway,NY
Los Angeles,34.050784,-118.248154,Subway,CA
Los Angeles,34.04048,-118.463493,Subway,CA
Cedar Falls,42.513004,-92.430253,Taco Bell,IA
Woodstock,34.11274,-84.559729,Taco Bell,GA
Bedford,38.860983,-86.51317,Taco Bell,IN
New London,41.36003,-72.116037,Taco Bell,CT
Old Greenwich,41.044315,-73.573211,Taco Bell,CT
Wheat Ridge,39.783281,-105.110201,Taco Bell,CO
Wheat Ridge,39.783281,-105.110201,Taco Bell,CO
Pueblo,38.2173,-104.623076,Taco Bell,CO
Evergreen,39.651885,-105.347064,Taco Bell,CO
Denver,39.708721,-104.988019,Taco Bell,CO
Denver,39.698213,-104.905377,Taco Bell,CO
Rockford,42.27097,-89.093809,Subway,IL
Middletown,41.424817,-74.428715,Taco Bell,NY
Centereach,40.858174,-73.09132,Taco Bell,NY
Johnson City,42.126495,-75.971326,Taco Bell,NY
Commack,40.842693,-73.286906,Taco Bell,NY
Fairport,43.129114,-77.44128,Taco Bell,NY
Alamogordo,32.876237,-105.961302,Taco Bell,NM
Alamogordo,32.876237,-105.961302,Taco Bell,NM
Dayton,39.261575,-119.582354,Taco Bell,NV
Las Vegas,36.020947,-115.127163,Taco Bell,NV
Ridge,40.891991,-72.900045,Taco Bell,NY
Hobbs,32.718679,-103.141005,Taco Bell,NM
Grants,35.128436,-107.826916,Taco Bell,NM
Grants,35.128436,-107.826916,Taco Bell,NM
Utica,43.108865,-75.219611,Taco Bell,NY
Franklin Square,40.707514,-73.676553,Taco Bell,NY
Temple,40.417026,-75.918858,Mcdonalds,PA
Saint Cloud,45.568899,-94.142196,Taco Bell,MN
Saint Cloud,45.568899,-94.142196,Taco Bell,MN
Saint Johns,42.991779,-84.546906,Taco Bell,MI
East Alton,38.882938,-90.121824,Sonic,IL
Blackfoot,43.196044,-112.359343,Sonic,ID
Sandersville,32.952142,-82.809506,Sonic,GA
Moundsville,39.923015,-80.748946,Mcdonalds,WV
Moundsville,39.923015,-80.748946,Mcdonalds,WV
Casper,42.852143,-106.270727,Mcdonalds,WY
Mifflinburg,40.921585,-77.035668,Mcdonalds,PA
McKeesport,40.32189,-79.837342,Mcdonalds,PA
Littlestown,39.74966,-77.093895,Mcdonalds,PA
Lock Haven,41.134843,-77.453863,Mcdonalds,PA
Lehighton,40.814993,-75.734528,Mcdonalds,PA
Lancaster,40.052142,-76.255412,Mcdonalds,PA
Lancaster,40.076886,-76.296172,Mcdonalds,PA
Johnstown,40.320764,-78.919648,Mcdonalds,PA
Kennett Square,39.859703,-75.691448,Mcdonalds,PA
Johnstown,40.297585,-78.835691,Mcdonalds,PA
Indiana,40.601765,-79.190508,Mcdonalds,PA
Holmes,39.899882,-75.304253,Mcdonalds,PA
Harrisburg,40.240442,-76.805052,Mcdonalds,PA
Hatfield,40.286563,-75.263797,Mcdonalds,PA
Jacksonville,30.366698,-81.594844,Sonic,FL
Sulphur Springs,33.120322,-95.596209,Sonic,TX
Schulenburg,29.690194,-96.902623,Sonic,TX
Phoenix,33.430814,-112.065629,Taco Bell,AZ
Phoenix,33.430814,-112.065629,Taco Bell,AZ
Phoenix,33.46124,-112.169699,Taco Bell,AZ
Phoenix,33.46124,-112.169699,Taco Bell,AZ
Peoria,33.61031,-112.220979,Taco Bell,AZ
Parker,34.154006,-114.280569,Taco Bell,AZ
Parker,34.154006,-114.280569,Taco Bell,AZ
Parker,34.154006,-114.280569,Taco Bell,AZ
Mesa,33.415485,-111.839571,Taco Bell,AZ
Mesa,33.415485,-111.839571,Taco Bell,AZ
Mesa,33.415485,-111.839571,Taco Bell,AZ
Mesa,33.364786,-111.85909,Taco Bell,AZ
Glendale,33.551661,-112.261045,Taco Bell,AZ
Glendale,33.536247,-112.357368,Taco Bell,AZ
Glendale,33.638297,-112.226662,Taco Bell,AZ
Goodyear,33.437508,-112.358127,Taco Bell,AZ
Gilbert,33.334781,-111.809236,Taco Bell,AZ
Glendale,33.509387,-112.201203,Taco Bell,AZ
Glendale,33.538778,-112.153765,Taco Bell,AZ
Glendale,33.56749,-112.152721,Taco Bell,AZ
Glendale,33.56749,-112.152721,Taco Bell,AZ
Glendale,33.611138,-112.166562,Taco Bell,AZ
Glendale,33.638421,-112.18253,Taco Bell,AZ
Glendale,33.638421,-112.18253,Taco Bell,AZ
Salem,42.767459,-71.224903,Taco Bell,NH
Salem,42.767459,-71.224903,Taco Bell,NH
Grand Island,40.938809,-98.384672,Taco Bell,NE
Kearney,40.683196,-99.084688,Taco Bell,NE
Plainville,42.010137,-71.305303,Burger King,MA
East Wareham,41.759167,-70.662328,Burger King,MA
Hyannis,41.652936,-70.286745,Burger King,MA
Waltham,42.361645,-71.239095,Burger King,MA
Watertown,42.362897,-71.158536,Burger King,MA
Indian River,45.404902,-84.610919,Burger King,MI
Traverse City,44.745917,-85.534544,Burger King,MI
Reed City,43.888913,-85.522816,Burger King,MI
Traverse City,44.736267,-85.595371,Burger King,MI
Kalkaska,44.741251,-85.174427,Burger King,MI
Grand Rapids,42.8409,-85.674971,Burger King,MI
Grand Rapids,43.002768,-85.653445,Burger King,MI
Zeeland,42.807251,-86.018861,Burger King,MI
Saugatuck,42.671803,-86.189356,Burger King,MI
Whitehall,43.409036,-86.321416,Burger King,MI
Muskegon,43.234168,-86.208448,Burger King,MI
Holland,42.769895,-86.11595,Burger King,MI
Holland,42.803254,-86.113542,Burger King,MI
Grandville,42.906168,-85.773242,Burger King,MI
Fremont,43.467121,-85.950091,Burger King,MI
Fremont,43.467121,-85.950091,Burger King,MI
Beloit,42.523067,-88.986968,Burger King,WI
Beloit,42.523067,-88.986968,Burger King,WI
Falls Church,38.887868,-77.179847,Burger King,VA
Collinsville,36.712779,-79.907962,Burger King,VA
Chesapeake,36.787332,-76.251413,Burger King,VA
Chesapeake,36.787332,-76.251413,Burger King,VA
Charlottesville,38.012708,-78.502175,Burger King,VA
Chesapeake,36.752962,-76.271656,Burger King,VA
Burke,38.78962,-77.299052,Burger King,VA
San Jose,37.32325,-121.91326,Mcdonalds,CA
Oceanside,33.203582,-117.364021,Mcdonalds,CA
Santa Paula,34.346352,-119.070726,Mcdonalds,CA
El Cajon,32.82659,-116.901694,Mcdonalds,CA
Westminster,33.765905,-117.990142,Mcdonalds,CA
Glendale,34.142416,-118.236665,Mcdonalds,CA
Glendale,34.146351,-118.259234,Mcdonalds,CA
Sylmar,34.29511,-118.417126,Mcdonalds,CA
Palmdale,34.602013,-118.152452,Mcdonalds,CA
Corona,33.865369,-117.544107,Mcdonalds,CA
Los Angeles,34.027227,-118.219545,Mcdonalds,CA
Colton,34.047888,-117.309618,Mcdonalds,CA
Colton,34.047888,-117.309618,Mcdonalds,CA
Manteca,37.786014,-121.216024,Mcdonalds,CA
Calimesa,33.99431,-117.057108,Mcdonalds,CA
Clovis,36.851817,-119.728874,Mcdonalds,CA
Albany,37.882305,-122.29648,Mcdonalds,CA
Albany,37.882305,-122.29648,Mcdonalds,CA
Los Angeles,33.926014,-118.239029,Mcdonalds,CA
Los Angeles,33.926014,-118.239029,Mcdonalds,CA
O Fallon,38.761729,-90.700016,Burger King,MO
Minneapolis,44.840411,-93.308997,Burger King,MN
Eden Prairie,44.853033,-93.431919,Burger King,MN
Minneapolis,44.99953,-93.2906,Burger King,MN
Destrehan,29.986065,-90.363805,Mcdonalds,LA
Covington,30.499491,-90.109188,Mcdonalds,LA
Bossier City,32.477179,-93.675378,Mcdonalds,LA
Olive Hill,38.305218000000004,-83.156696,Mcdonalds,KY
Munfordville,37.273757,-85.903189,Mcdonalds,KY
Morganfield,37.686717,-87.9139,Mcdonalds,KY
Louisville,38.185972,-85.635717,Mcdonalds,KY
Louisville,38.263957,-85.575526,Mcdonalds,KY
Louisville,38.164289,-85.598125,Mcdonalds,KY
Madisonville,37.326721,-87.479226,Mcdonalds,KY
Louisville,38.135996,-85.715098,Mcdonalds,KY
Louisville,38.282354,-85.630831,Mcdonalds,KY
Louisville,38.158894,-85.659969,Mcdonalds,KY
Louisville,38.145181,-85.776078,Mcdonalds,KY
Louisville,38.168,-85.705726,Mcdonalds,KY
Louisville,38.199235,-85.732586,Mcdonalds,KY
Louisville,38.208502,-85.669157,Mcdonalds,KY
Lexington,38.102275,-84.483579,Mcdonalds,KY
Liberty,37.319071,-84.928458,Mcdonalds,KY
Lexington,38.042584,-84.424162,Mcdonalds,KY
Lexington,38.019383,-84.415518,Mcdonalds,KY
Louisville,38.082472,-85.667665,Mcdonalds,KY
Hopkinsville,36.871276,-87.499526,Mcdonalds,KY
Hopkinsville,36.844497,-87.484823,Mcdonalds,KY
Hopkinsville,36.871276,-87.499526,Mcdonalds,KY
Henderson,37.834998,-87.592098,Mcdonalds,KY
Hodgenville,37.552836,-85.734323,Mcdonalds,KY
Birch Run,43.247328,-83.781971,Dairy Queen,MI
Waterville,44.569409,-69.620925,Dairy Queen,ME
Morgantown,39.649872,-79.97379,Burger King,WV
Garland,32.931335,-96.649148,Subway,TX
Fredericksburg,30.257639,-98.852392,Subway,TX
Sherman,33.660309,-96.60023,Subway,TX
Abilene,32.396009,-99.761579,Subway,TX
Dallas,32.796316,-96.773472,Subway,TX
Hidalgo,26.107237,-98.256943,Subway,TX
Butte,45.963451,-112.508042,Subway,MT
Bozeman,45.671099,-111.183253,Subway,MT
Corvallis,46.313055,-114.113991,Subway,MT
Missoula,46.845902,-114.02204,Subway,MT
Great Falls,47.490047,-111.32873,Subway,MT
Cincinnati,39.217424,-84.549015,Mcdonalds,OH
Pataskala,40.002869,-82.676224,Mcdonalds,OH
Columbus,39.98278,-82.818199,Mcdonalds,OH
Madison,41.802227,-81.050529,Mcdonalds,OH
Johnstown,40.148657,-82.698414,Mcdonalds,OH
Reynoldsburg,39.927827,-82.828081,Mcdonalds,OH
Reynoldsburg,39.95484,-82.82746,Mcdonalds,OH
Independence,41.394082,-81.640393,Mcdonalds,OH
Columbus,39.945055,-83.036844,Mcdonalds,OH
Fostoria,41.164302,-83.421133,Mcdonalds,OH
Youngstown,41.060681,-80.644245,Mcdonalds,OH
Oxford,39.504128,-84.749377,Mcdonalds,OH
New Lexington,39.719998,-82.205368000000007,Mcdonalds,OH
New Lexington,39.719998,-82.205368000000007,Mcdonalds,OH
Medina,41.111301,-81.864135,Mcdonalds,OH
Mentor,41.714794,-81.300779,Mcdonalds,OH
Fairfield,39.33725,-84.56127,Mcdonalds,OH
Hamilton,39.418325,-84.471625,Mcdonalds,OH
Elyria,41.367768,-82.108946,Mcdonalds,OH
Wooster,40.804127,-81.934325,Mcdonalds,OH
Dayton,39.82217,-84.288707,Mcdonalds,OH
Mason City,43.148171,-93.226325,Mcdonalds,IA
Marion,42.031453,-91.610225,Mcdonalds,IA
Dubuque,42.505035,-90.721293,Mcdonalds,IA
Des Moines,41.628032,-93.69825,Mcdonalds,IA
