city,latitude,longitude,name,province
Cedar City,37.680542,-113.07336,Taco Bell,UT
Carlsbad,33.160686,-117.346057,Taco Bell,CA
Huntington Beach,33.729885,-117.998453,Taco Bell,CA
Baton Rouge,30.395903,-91.110117,Taco Bell,LA
Hurst,32.823978,-97.185513,Taco Bell,TX
Fort Lauderdale,26.1942,-80.253279,Taco Bell,FL
Las Cruces,32.310574,-106.754458,Taco Bell,NM
Citrus Heights,38.706616,-121.271304,Taco Bell,CA
La Puente,34.034233,-117.974457,Burger King,CA
Lake Elsinore,33.693207,-117.3367,Burger King,CA
King City,36.202495,-121.129794,Burger King,CA
Los Angeles,34.098217,-118.343842,Burger King,CA
Imperial Beach,32.584401,-117.108462,Burger King,CA
Highland,34.136352,-117.196598,Burger King,CA
Glendale,34.153534,-118.258232,Burger King,CA
Glendale,34.127256,-118.258034,Burger King,CA
Glendale,34.142403,-118.239105,Burger King,CA
Garden Grove,33.759965,-117.954612,Burger King,CA
Galt,38.250443,-121.29188,Burger King,CA
Fullerton,33.859432,-117.975983,Burger King,CA
Fresno,36.735702,-119.744933,Burger King,CA
Fresno,36.771681,-119.864043,Burger King,CA
Fresno,36.771681,-119.864043,Burger King,CA
Fremont,37.532711,-121.958591,Burger King,CA
Fremont,37.552478,-121.978771,Burger King,CA
Fremont,37.552478,-121.978771,Burger King,CA
Fortuna,40.580032,-124.146682,Burger King,CA
Nashville,36.207151,-86.779696,Subway,TN
Loretto,35.083278,-87.430996,Subway,TN
Memphis,35.068198,-90.059332,Subway,TN
Clarksville,36.577719,-87.300778,Subway,TN
Kingsport,36.557202,-82.60267,Subway,TN
Chattanooga,35.05265,-85.183563,Subway,TN
Oneida,36.528029,-84.493526,Subway,TN
DeLand,29.045905,-81.304684,Burger King,FL
Fremont,37.548317,-121.989071,Subway,CA
Tacoma,47.19175,-122.409493,Subway,WA
Rome,43.225649,-75.487435,Subway,NY
Brooklyn,40.622718,-74.025413,Subway,NY
Brooklyn,40.612944,-73.912249,Subway,NY
Bronx,40.897993,-73.86726,Subway,NY
Albany,42.665166,-73.79057,Subway,NY
Alden,42.894841,-78.511352,Subway,NY
Valdosta,30.893779,-83.319907,Subway,GA
Quitman,30.785286,-83.572137,Subway,GA
Oklahoma City,35.493517,-97.596452,Subway,OK
Perry,36.289447,-97.324031,Subway,OK
Mangum,34.871189,-99.502773,Subway,OK
Miami,36.900693,-94.877461,Subway,OK
Oklahoma City,35.319871,-97.493339,Subway,OK
Culver City,33.984452,-118.394607,Subway,CA
Mountain View,37.37333,-122.087798,Subway,CA
Davis,38.56098,-121.734688,Subway,CA
Newport Beach,33.615869000000004,-117.900471,Subway,CA
Green Bay,44.512901,-87.965565,Subway,WI
Delavan,42.627711,-88.62279,Subway,WI
Eau Claire,44.792969,-91.513081,Subway,WI
Eau Claire,44.841086,-91.524425,Subway,WI
Cedarburg,43.282614,-87.987201,Subway,WI
Chetek,45.3218,-91.659426,Subway,WI
Junction City,39.022217,-96.818939,Arbys,KS
Independence,37.227266,-95.707012,Arbys,KS
Independence,37.227266,-95.707012,Arbys,KS
Tucson,32.337175,-111.05709,Arbys,AZ
Tucson,32.134323,-110.997199,Arbys,AZ
Tucson,32.134323,-110.997199,Arbys,AZ
Taylor,34.477558,-110.084676,Arbys,AZ
Scottsdale,33.466232,-111.922231,Arbys,AZ
Sierra Vista,31.555069,-110.278089,Arbys,AZ
Tucson,32.207035,-110.837469,Arbys,AZ
Phoenix,33.480706,-111.998419,Arbys,AZ
Phoenix,33.480706,-111.998419,Arbys,AZ
Phoenix,33.480706,-111.998419,Arbys,AZ
Phoenix,33.377368,-112.070873,Arbys,AZ
Mesa,33.376815,-111.688373,Arbys,AZ
Mesa,33.376815,-111.688373,Arbys,AZ
Lake Havasu City,34.468086,-114.340307,Arbys,AZ
Phoenix,33.600633,-111.980157,Arbys,AZ
Mesa,33.416078,-111.685265,Arbys,AZ
Fountain Hills,33.568985,-111.709233,Arbys,AZ
Kernersville,36.088202,-80.064009,Subway,NC
Horse Shoe,35.343143,-82.55013,Subway,NC
Gastonia,35.208685,-81.164949,Subway,NC
Marshall,44.450394,-95.771693,Burger King,MN
Williams,35.257,-112.191842,Mcdonalds,AZ
Minneapolis,45.166263,-93.266177,Burger King,MN
Princeton,45.569641,-93.58621,Burger King,MN
Minneapolis,44.826803,-93.280057,Burger King,MN
Minneapolis,44.826803,-93.280057,Burger King,MN
South Saint Paul,44.892982,-93.033424,Burger King,MN
Moorhead,46.876058,-96.747416,Burger King,MN
Wickenburg,33.971666,-112.725207,Mcdonalds,AZ
Tucson,32.191204,-110.7904,Mcdonalds,AZ
Surprise,33.638752,-112.355201,Mcdonalds,AZ
Tucson,32.267251,-110.893249,Mcdonalds,AZ
Tucson,32.235881,-110.910004,Mcdonalds,AZ
Tucson,32.381356,-111.047645,Mcdonalds,AZ
Tucson,32.251125,-111.015037,Mcdonalds,AZ
Tucson,32.23654,-110.946007,Mcdonalds,AZ
Tempe,33.378656,-111.928668,Mcdonalds,AZ
Tempe,33.327487,-111.96308,Mcdonalds,AZ
Tempe,33.406786,-111.958707,Mcdonalds,AZ
Springerville,34.135345,-109.288102,Mcdonalds,AZ
Scottsdale,33.582458,-111.881603,Mcdonalds,AZ
Sun City,33.638154,-112.277091,Mcdonalds,AZ
Sierra Vista,31.554576,-110.279391,Mcdonalds,AZ
Show Low,34.198953,-110.017716,Mcdonalds,AZ
Scottsdale,33.538552,-111.883811,Mcdonalds,AZ
Show Low,34.250356,-110.028605,Mcdonalds,AZ
Sedona,34.863333,-111.801615,Mcdonalds,AZ
Lake Worth,26.576076,-80.054234,Burger King,FL
Arcadia,27.210078,-81.847515,Burger King,FL
Lady Lake,28.937775,-81.943735,Burger King,FL
Miami,25.766086,-80.193785,Burger King,FL
Miami,25.766086,-80.193785,Burger King,FL
Colorado Springs,38.874678,-104.815358,Arbys,CO
Colorado Springs,38.851725,-104.757808,Arbys,CO
Englewood,39.596381,-104.887213,Arbys,CO
Azusa,34.131646,-117.895856,Arbys,CA
Covina,34.088341,-117.907391,Arbys,CA
Vallejo,38.116224,-122.255252,Arbys,CA
Sacramento,38.625412,-121.498456,Arbys,CA
Beech Grove,39.721976,-86.101685,Subway,IN
Jasper,38.411671,-86.937953,Subway,IN
Little Rock,34.563092,-92.336634,Subway,AR
Little Rock,34.744844,-92.40608,Subway,AR
San Diego,32.776143,-117.154311,Subway,CA
Albany,37.88988,-122.298943,Subway,CA
Houston,29.985963,-95.336909,Subway,TX
Houston,29.75644,-95.367738,Subway,TX
Houston,29.723702,-95.419112,Subway,TX
Houston,29.659316,-95.508549,Subway,TX
Chico,39.772081,-121.872372,Subway,CA
Toledo,41.676695,-83.681827,Subway,OH
Xenia,39.684015,-83.939423,Subway,OH
North Canton,40.919338,-81.430099,Subway,OH
Dayton,39.661189,-84.126814,Subway,OH
Brunswick,41.23798,-81.877027,Subway,OH
New Philadelphia,40.491188,-81.454929,Subway,OH
Mount Gilead,40.548701,-82.844677,Subway,OH
Canton,40.795078,-81.434197,Subway,OH
Columbia,34.004844,-81.033376,Subway,SC
Central,34.699405,-82.752329,Subway,SC
Myrtle Beach,33.684688,-78.922277,Subway,SC
Piedmont,34.701822,-82.478311,Subway,SC
Avondale,33.456407,-112.274322,Subway,AZ
Peoria,33.565182,-112.252888,Subway,AZ
San Antonio,29.516969,-98.499215,Subway,TX
Aurora,41.351769,-81.385315,Subway,OH
Wooster,40.797895,-81.844461,Subway,OH
Cincinnati,39.217414,-84.548969,Subway,OH
Reynoldsburg,39.926986,-82.82929,Subway,OH
Cleveland,41.38233,-81.779879,Subway,OH
North Royalton,41.312568,-81.726857,Subway,OH
Harrison,39.259189,-84.796078,Subway,OH
Whitehouse,41.534852,-83.783101,Subway,OH
New Lexington,39.720165,-82.211421,Subway,OH
Springfield,39.940888,-83.832643,Subway,OH
Youngstown,41.028333,-80.631536,Subway,OH
Columbus,39.927822,-83.116875,Subway,OH
Pickerington,39.911661,-82.779148,Subway,OH
Rockmart,34.00942,-85.043112,Subway,GA
Rome,34.260517,-85.167731,Subway,GA
Ringgold,34.964037,-85.194384,Subway,GA
Peachtree Corners,33.962931,-84.207303,Subway,GA
Morrow,33.573278,-84.338408,Subway,GA
Ocilla,31.603923,-83.250291,Subway,GA
Marietta,33.950419,-84.550257,Subway,GA
Milledgeville,33.09945,-83.246563,Subway,GA
Clarksdale,34.185109,-90.588962,Subway,MS
Ogden,41.229661,-111.947981,Subway,UT
Greensboro,33.556208,-83.189489,Subway,GA
Eatonton,33.295471,-83.388788,Subway,GA
Douglasville,33.818054,-84.811134,Subway,GA
Douglasville,33.81784,-84.758485,Subway,GA
Dallas,33.912422,-84.834152,Subway,GA
Dallas,33.912422,-84.834152,Subway,GA
Conyers,33.669316,-84.040607,Subway,GA
Cordele,31.963673,-83.774534,Subway,GA
Brooklyn,40.642662,-73.979786,Subway,NY
Brooklyn,40.643839,-73.957869,Subway,NY
Brooklyn,40.587419,-73.954224,Subway,NY
Bronx,40.856544,-73.880765,Mcdonalds,NY
Bronx,40.856544,-73.880765,Mcdonalds,NY
Rochester,43.104559,-77.53872,Mcdonalds,NY
New York,40.715763,-74.005342,Mcdonalds,NY
Brooklyn,40.669493,-73.986949,Mcdonalds,NY
Albany,42.647323,-73.771918,Mcdonalds,NY
Syracuse,43.051788,-76.073175,Mcdonalds,NY
North Tonawanda,43.052286,-78.874572,Mcdonalds,NY
Buffalo,43.039404,-78.824138,Mcdonalds,NY
Hicksville,40.777408,-73.529924,Mcdonalds,NY
New York,40.71851,-74.001157,Mcdonalds,NY
Oneida,43.07858,-75.650915,Mcdonalds,NY
Roosevelt,40.679047,-73.589571,Mcdonalds,NY
Buffalo,42.921505,-78.829117,Mcdonalds,NY
Yonkers,40.982557,-73.828288,Mcdonalds,NY
Rochester,43.208938,-77.690354,Mcdonalds,NY
Frankfort,43.074814,-75.098029,Mcdonalds,NY
Brooklyn,40.598167,-73.961241,Mcdonalds,NY
Buffalo,42.91523,-78.892305,Mcdonalds,NY
Buffalo,42.91523,-78.892305,Mcdonalds,NY
East Meadow,40.72495,-73.54767,Mcdonalds,NY
Brooklyn,40.615378,-73.928896,Mcdonalds,NY
Walton,42.168416,-75.13309,Mcdonalds,NY
Buffalo,42.953142,-78.878979,Mcdonalds,NY
Philadelphia,39.99126,-75.101455,Subway,PA
Philadelphia,39.950944,-75.177461,Subway,PA
Phoenix,33.480693,-111.985721,Mcdonalds,AZ
Phoenix,33.494692,-112.237305,Mcdonalds,AZ
Phoenix,33.422931,-112.222937,Mcdonalds,AZ
Phoenix,33.640785,-112.066068,Mcdonalds,AZ
Phoenix,33.581495,-112.133607,Mcdonalds,AZ
Cave Creek,33.752474,-111.992502,Mcdonalds,AZ
Phoenix,33.480529,-112.183653,Mcdonalds,AZ
Phoenix,33.407506,-112.013806,Mcdonalds,AZ
Phoenix,33.407506,-112.013806,Mcdonalds,AZ
Phoenix,33.480432,-112.001577,Mcdonalds,AZ
Phoenix,33.683725,-112.107786,Mcdonalds,AZ
Phoenix,33.683725,-112.107786,Mcdonalds,AZ
Mesa,33.393527,-111.877841,Mcdonalds,AZ
Peoria,33.652458,-112.256095,Mcdonalds,AZ
Glendale,33.50931,-112.205085,Mcdonalds,AZ
Parker,34.150392,-114.289281,Mcdonalds,AZ
Peoria,33.681068,-112.238446,Mcdonalds,AZ
Nogales,31.366015,-110.941268,Mcdonalds,AZ
Mesa,33.366153,-111.858475,Mcdonalds,AZ
Mesa,33.423251,-111.753504,Mcdonalds,AZ
Pompano Beach,26.27378,-80.182444,Mcdonalds,FL
Kingman,35.21911,-114.00902,Mcdonalds,AZ
Glendale,33.553085,-112.17976,Mcdonalds,AZ
Glendale,33.567481,-112.18517,Mcdonalds,AZ
Glendale,33.596774,-112.16812,Mcdonalds,AZ
Clearwater Beach,27.971954,-82.829188,Mcdonalds,FL
Gilbert,33.378145,-111.722807,Mcdonalds,AZ
Miami Gardens,25.940154,-80.245387,Mcdonalds,FL
Clearwater,27.941432,-82.73105,Mcdonalds,FL
Cape Coral,26.562588,-81.949763,Mcdonalds,FL
Bartow,27.908842,-81.843377,Mcdonalds,FL
Brooksville,28.547807,-82.39926,Mcdonalds,FL
Boynton Beach,26.529084,-80.122351,Mcdonalds,FL
Boynton Beach,26.529084,-80.122351,Mcdonalds,FL
Bradenton,27.447452,-82.521838,Mcdonalds,FL
Bradenton,27.447631,-82.526681,Mcdonalds,FL
Bonifay,30.775649,-85.682274,Mcdonalds,FL
Boynton Beach,26.512765,-80.089648,Mcdonalds,FL
Apopka,28.708264,-81.508696,Mcdonalds,FL
Williamsburg,36.731453,-84.166241,Mcdonalds,KY
Sebastian,27.768329,-80.549402,Dairy Queen,FL
Pendleton,38.449673,-85.292527,Mcdonalds,KY
Louisville,38.233964,-85.640145,Mcdonalds,KY
Melbourne,28.079289,-80.661749,Mcdonalds,FL
Jacksonville,30.274359,-81.605969,Dairy Queen,FL
Jacksonville,30.274359,-81.605969,Dairy Queen,FL
Jacksonville,30.352039,-81.597484,Dairy Queen,FL
Tampa,28.065492,-82.577506,Dairy Queen,FL
Saint Petersburg,27.72055,-82.739416,Dairy Queen,FL
Warsaw,41.257038,-85.853286,Dairy Queen,IN
Loogootee,38.673105,-86.914665,Dairy Queen,IN
Elkhart,41.708771,-85.972073,Dairy Queen,IN
Winamac,41.044096,-86.598511,Dairy Queen,IN
Commerce,34.199907,-83.453673,Dairy Queen,GA
Atlanta,33.68375,-84.43814,Dairy Queen,GA
Mableton,33.818811,-84.583379,Dairy Queen,GA
Atlanta,33.923765,-84.338115,Dairy Queen,GA
Athens,33.951792,-83.363002,Dairy Queen,GA
Athens,33.954404,-83.390363,Dairy Queen,GA
Norcross,33.968101,-84.194945,Dairy Queen,GA
Nashville,31.203375,-83.250665,Dairy Queen,GA
Daytona Beach,29.16844,-81.000414,Dairy Queen,FL
Albany,42.730804,-73.847902,Mcdonalds,NY
Albany,42.730804,-73.847902,Mcdonalds,NY
Okeechobee,27.232108,-80.829964,Dairy Queen,FL
Bronx,40.869027,-73.830529,Mcdonalds,NY
New York,40.793822,-73.942653,Mcdonalds,NY
Peekskill,41.270387,-73.935556,Mcdonalds,NY
New York,40.752943,-73.980356,Mcdonalds,NY
Centereach,40.860103,-73.073078,Mcdonalds,NY
Niagara Falls,43.096744,-79.040168,Mcdonalds,NY
Niagara Falls,43.096744,-79.040168,Mcdonalds,NY
Brooklyn,40.679992,-73.939823,Mcdonalds,NY
East Aurora,42.767682,-78.629373,Mcdonalds,NY
New York,40.730757,-74.001115,Mcdonalds,NY
New York,40.762606,-73.983729,Mcdonalds,NY
North Babylon,40.748132,-73.324162,Mcdonalds,NY
Saint Clairsville,40.074273,-80.872536,Burger King,OH
Yonkers,40.927281,-73.895971,Mcdonalds,NY
Baldwin,40.679658,-73.614801,Mcdonalds,NY
Brooklyn,40.644484,-73.901599,Mcdonalds,NY
Rochester,43.166182,-77.661584,Mcdonalds,NY
Rochester,43.166182,-77.661584,Mcdonalds,NY
Bronx,40.835001,-73.851924,Mcdonalds,NY
Brooklyn,40.68925,-73.921634,Mcdonalds,NY
Central Islip,40.790177,-73.204118,Mcdonalds,NY
Buffalo,42.91018,-78.867002,Mcdonalds,NY
Cincinnati,39.286461,-84.449052,Burger King,OH
Saint Clairsville,40.077473,-80.917412,Burger King,OH
Independence,41.357151,-81.683976,Burger King,OH
Ottawa,41.019139,-84.050565,Burger King,OH
Cleveland,41.501359,-81.532359,Burger King,OH
Springboro,39.561884,-84.255956,Burger King,OH
Sidney,40.287771,-84.186855,Burger King,OH
Cleveland,41.405705,-81.734544,Burger King,OH
Newark,40.082344,-82.428053,Burger King,OH
Niles,41.212008,-80.756043,Burger King,OH
Louisville,40.843273,-81.259345,Burger King,OH
Napoleon,41.409842,-84.132003,Burger King,OH
Middlefield,41.462919,-81.091988,Burger King,OH
Cleveland,41.373042,-81.826072,Burger King,OH
Millersburg,40.541423,-81.916356,Burger King,OH
Medina,41.136223,-81.779399,Burger King,OH
Massillon,40.797232,-81.485695,Burger King,OH
Massillon,40.767534,-81.521895,Burger King,OH
Mansfield,40.774042,-82.4796,Burger King,OH
Lima,40.704117,-84.151401,Burger King,OH
Saint Petersburg,27.829294,-82.647538,Mcdonalds,FL
Saint Petersburg,27.806435,-82.637783,Mcdonalds,FL
Saint Petersburg,27.738689,-82.748632,Mcdonalds,FL
Saint Petersburg,27.736037,-82.679358,Mcdonalds,FL
Allendale,42.972482,-85.918407,Mcdonalds,MI
Quincy,30.587528,-84.594174,Mcdonalds,FL
Plant City,28.025358,-82.149999,Mcdonalds,FL
Orlando,28.577995,-81.474828,Mcdonalds,FL
Panama City,30.160954,-85.660335,Mcdonalds,FL
Pensacola,30.445386,-87.241036,Mcdonalds,FL
Pensacola,30.445386,-87.241036,Mcdonalds,FL
Hollywood,26.007641,-80.313251,Mcdonalds,FL
Palmetto,27.521155,-82.557637,Mcdonalds,FL
Palm Bay,27.998677,-80.642289,Mcdonalds,FL
Orlando,28.452664,-81.364823,Mcdonalds,FL
Detroit,42.316084,-83.106012,Mcdonalds,MI
Detroit,42.316084,-83.106012,Mcdonalds,MI
Utica,42.713055,-83.0353,Mcdonalds,MI
Kalamazoo,42.375811,-85.669864,Mcdonalds,MI
Clarkston,42.72123,-83.379183,Mcdonalds,MI
Burton,43.018913,-83.601876,Mcdonalds,MI
Kalamazoo,42.323392,-85.521877,Mcdonalds,MI
Pontiac,42.677419,-83.281868,Mcdonalds,MI
Saginaw,43.436839,-84.014903,Mcdonalds,MI
Lansing,42.769534,-84.600668,Mcdonalds,MI
Lansing,42.769534,-84.600668,Mcdonalds,MI
Grand Rapids,42.840913,-85.675757,Mcdonalds,MI
Frankenmuth,43.341157,-83.738219,Mcdonalds,MI
Auburn,43.59953,-84.089504,Mcdonalds,MI
Auburn,43.59953,-84.089504,Mcdonalds,MI
Grand Rapids,43.032558,-85.625024,Mcdonalds,MI
Sandusky,43.420893,-82.847988,Mcdonalds,MI
Hudsonville,42.854807,-85.861077,Mcdonalds,MI
Kalamazoo,42.270723,-85.640648,Mcdonalds,MI
Grand Rapids,42.972252,-85.774162,Mcdonalds,MI
Grand Rapids,42.972252,-85.774162,Mcdonalds,MI
Warren,42.535529,-83.065127,Mcdonalds,MI
Lincoln Park,42.222748,-83.181445,Mcdonalds,MI
Flint,43.033107,-83.639926,Mcdonalds,MI
Grand Rapids,42.912842,-85.656138,Mcdonalds,MI
Flint,43.060634,-83.758043,Mcdonalds,MI
Cedar Springs,43.219901,-85.567583,Mcdonalds,MI
Plymouth,42.395954,-83.435564,Mcdonalds,MI
Plymouth,42.395954,-83.435564,Mcdonalds,MI
Norway,45.787679,-87.915861,Mcdonalds,MI
Auburn Hills,42.701585,-83.306538,Mcdonalds,MI
Kalamazoo,42.252592,-85.53089,Mcdonalds,MI
Comstock Park,43.03444,-85.689646,Mcdonalds,MI
Saginaw,43.398503,-83.910855,Mcdonalds,MI
Saginaw,43.398503,-83.910855,Mcdonalds,MI
Trenton,42.141018,-83.209491,Mcdonalds,MI
Centreville,41.922309,-85.512076,Mcdonalds,MI
Royal Oak,42.515692,-83.184326,Mcdonalds,MI
Royal Oak,42.532578,-83.180447,Mcdonalds,MI
Saginaw,43.480022,-83.973321,Mcdonalds,MI
Lansing,42.662531,-84.591283,Mcdonalds,MI
Taylor,42.196571,-83.299251,Mcdonalds,MI
Wyoming,42.91381,-85.732416,Mcdonalds,MI
Grand Rapids,43.01017,-85.688741,Mcdonalds,MI
Taylor,42.197773,-83.259322,Mcdonalds,MI
Traverse City,44.733567,-85.624777,Mcdonalds,MI
Saint Clair Shores,42.46653,-82.896297,Mcdonalds,MI
Trenton,42.138674,-83.248653,Mcdonalds,MI
Keego Harbor,42.612451,-83.328088,Mcdonalds,MI
Howell,42.614761,-83.959432,Mcdonalds,MI
Chicago,41.89245,-87.628735,Subway,IL
Chicago,41.787146,-87.70338,Subway,IL
San Francisco,37.788837,-122.412042,Subway,CA
Chicago,41.954922,-87.679044,Subway,IL
Chicago,41.997572,-87.698863,Subway,IL
Burlingame,37.595666,-122.385303,Subway,CA
San Francisco,37.79422,-122.404783,Subway,CA
San Francisco,37.794523,-122.39666,Subway,CA
Lincoln Park,42.265307,-83.173453,Subway,MI
San Francisco,37.792501,-122.393985,Subway,CA
San Francisco,37.787813,-122.420036,Subway,CA
Detroit,42.392481,-83.005664,Subway,MI
Northridge,34.257252,-118.539464,Subway,CA
Santa Rosa,38.446073,-122.686612,Subway,CA
El Sobrante,37.978821,-122.295056,Subway,CA
Rohnert Park,38.361959,-122.714397,Subway,CA
Richmond,37.936016,-122.325561,Subway,CA
Columbus,39.954176,-83.097808,Mcdonalds,OH
Waynesville,39.526698,-84.089636,Mcdonalds,OH
Columbus,39.973152,-82.906317,Mcdonalds,OH
Columbus,40.037171,-82.962908,Mcdonalds,OH
Akron,41.010905,-81.554322,Mcdonalds,OH
Cleveland,41.469835,-81.704819,Mcdonalds,OH
Barberton,41.025814,-81.639951,Mcdonalds,OH
Dayton,39.725296,-84.049767,Mcdonalds,OH
Columbus,39.946927,-82.915931,Mcdonalds,OH
Martins Ferry,40.095808,-80.722776,Mcdonalds,OH
Wickliffe,41.584368,-81.479892,Mcdonalds,OH
Delaware,40.289973,-83.067971,Mcdonalds,OH
Zanesville,39.972631,-82.011199,Mcdonalds,OH
Columbus,40.065343,-83.092071,Mcdonalds,OH
Girard,41.142953,-80.721882,Mcdonalds,OH
Girard,41.142953,-80.721882,Mcdonalds,OH
Oberlin,41.285184,-82.217596,Mcdonalds,OH
Lima,40.704726,-84.151404,Mcdonalds,OH
Bedford,41.367712,-81.509929,Mcdonalds,OH
Middletown,39.526707,-84.383341,Mcdonalds,OH
Cincinnati,39.280373,-84.56379,Mcdonalds,OH
Louisville,40.837971,-81.259615,Mcdonalds,OH
Springfield,39.896227,-83.811167,Mcdonalds,OH
Byesville,39.970124,-81.53112,Mcdonalds,OH
Huron,41.407804,-82.578144,Mcdonalds,OH
Newark,40.057139,-82.402302,Mcdonalds,OH
Batavia,39.082663,-84.150118,Mcdonalds,OH
Newton Falls,41.188412,-80.977783,Mcdonalds,OH
Lima,40.730709,-84.069748,Mcdonalds,OH
Findlay,41.053452,-83.610926,Mcdonalds,OH
Napoleon,41.403644,-84.132007,Mcdonalds,OH
Toronto,40.451079,-80.608551,Mcdonalds,OH
Fremont,41.355886,-83.134343,Mcdonalds,OH
Bellefontaine,40.334568,-83.761671,Mcdonalds,OH
Soda Springs,42.654591,-111.598356,Subway,ID
Meridian,43.598305,-116.392619,Subway,ID
Blackfoot,43.19852,-112.35754,Subway,ID
Ponderay,48.299045,-116.547822,Subway,ID
Post Falls,47.713801,-116.907026,Subway,ID
Ririe,43.608755,-111.800161,Subway,ID
Meridian,43.61985,-116.37078700000001,Subway,ID
Meridian,43.604688,-116.416375,Subway,ID
Twin Falls,42.548614,-114.454439,Subway,ID
Middleton,43.706446,-116.621738,Subway,ID
Indio,33.756593,-116.302303,Subway,CA
Greensboro,36.131683,-79.798913,Mcdonalds,NC
Newland,36.081696,-81.928762,Mcdonalds,NC
Murphy,35.116259,-83.939657,Mcdonalds,NC
Charlotte,35.172458,-80.850849,Mcdonalds,NC
Ocean Springs,30.409148,-88.759367,Mcdonalds,MS
Chapel Hill,35.910663,-79.062139,Mcdonalds,NC
Jacksonville,34.768507,-77.384327,Mcdonalds,NC
Kenly,35.594032,-78.129035,Mcdonalds,NC
Jackson,32.355719,-90.179899,Mcdonalds,MS
Battleboro,36.023494,-77.769484,Mcdonalds,NC
Fayetteville,35.1128,-78.880074,Mcdonalds,NC
Fayetteville,35.1128,-78.880074,Mcdonalds,NC
Greensboro,36.039652,-79.848777,Mcdonalds,NC
Raleigh,35.863464,-78.711219,Mcdonalds,NC
Louisburg,36.094869,-78.297351,Mcdonalds,NC
Farmville,35.617254,-77.604836,Mcdonalds,NC
Charlotte,35.213292,-80.781724,Mcdonalds,NC
Charlotte,35.213292,-80.781724,Mcdonalds,NC
Raleigh,35.820417,-78.591131,Mcdonalds,NC
Billings,45.784209,-108.590538,Mcdonalds,MT
Yucaipa,34.034167,-117.069777,Subway,CA
Drumright,35.988456,-96.592597,Subway,OK
Oklahoma City,35.387596,-97.441224,Subway,OK
Henryetta,35.439904,-95.97344,Subway,OK
Claremore,36.321839,-95.610373,Subway,OK
Enid,36.39212,-97.890148,Subway,OK
Tiffin,41.111635,-83.20495,Mcdonalds,OH
Gallipolis,38.820383,-82.179082,Mcdonalds,OH
Akron,41.083624,-81.581675,Mcdonalds,OH
Zanesville,39.915259,-82.013678,Mcdonalds,OH
Marion,40.581126,-83.085997,Mcdonalds,OH
Columbus,39.956499,-83.042255,Mcdonalds,OH
Millersburg,40.521968,-81.921236,Mcdonalds,OH
Toledo,41.722955,-83.511728,Mcdonalds,OH
Toledo,41.630987,-83.556453,Mcdonalds,OH
Ashland,40.853995,-82.336519,Mcdonalds,OH
Toledo,41.663473,-83.537284,Mcdonalds,OH
Hamilton,39.426065,-84.596598,Mcdonalds,OH
Dayton,39.785259,-84.188891,Mcdonalds,OH
Columbus,40.000059,-82.930458,Mcdonalds,OH
Lancaster,39.71409,-82.573565,Mcdonalds,OH
Marion,40.563441,-83.119687,Mcdonalds,OH
Swanton,41.581166,-83.880973,Mcdonalds,OH
Washington Court House,39.526723,-83.454745,Mcdonalds,OH
Washington Court House,39.526723,-83.454745,Mcdonalds,OH
North Canton,40.891462,-81.406256,Mcdonalds,OH
Newark,40.085305,-82.427595,Mcdonalds,OH
Canton,40.811752,-81.39709,Mcdonalds,OH
Saint Marys,40.550896,-84.40457,Mcdonalds,OH
Indianapolis,39.758928,-86.230288,Subway,IN
Indianapolis,39.78335,-86.064272,Subway,IN
Indianapolis,39.708241,-86.143684,Subway,IN
Port Allen,30.534428,-91.410276,Mcdonalds,LA
Port Allen,30.449368,-91.244576,Mcdonalds,LA
Ponchatoula,30.437705,-90.45244,Mcdonalds,LA
Ponchatoula,30.437705,-90.45244,Mcdonalds,LA
New Orleans,29.989079,-90.058282,Mcdonalds,LA
New Orleans,29.966245,-90.088213,Mcdonalds,LA
Monroe,32.53774,-92.078675,Mcdonalds,LA
Metairie,29.977312,-90.203482,Mcdonalds,LA
Metairie,30.000644,-90.125751,Mcdonalds,LA
Many,31.567605,-93.48866,Mcdonalds,LA
Mandeville,30.363813,-90.062168,Mcdonalds,LA
Lake Charles,30.198265,-93.213693,Mcdonalds,LA
Lake Charles,30.18091,-93.218535,Mcdonalds,LA
Lafayette,30.147333,-92.096528,Mcdonalds,LA
Lake Charles,30.227566,-93.180034,Mcdonalds,LA
Kenner,30.022967,-90.269387,Mcdonalds,LA
Houma,29.570062,-90.722815,Mcdonalds,LA
Haughton,32.546898,-93.541293,Mcdonalds,LA
Gonzales,30.239388,-90.914676,Mcdonalds,LA
Farmerville,32.780256,-92.405515,Mcdonalds,LA
Tallahassee,30.427688,-84.214265,Taco Bell,FL
Oakland,37.79375,-122.20116,Taco Bell,CA
Pompano Beach,26.231959,-80.128706,Taco Bell,FL
Pompano Beach,26.231959,-80.128706,Taco Bell,FL
Miami,25.810382,-80.189208,Taco Bell,FL
Miami,25.810382,-80.189208,Taco Bell,FL
Saint Petersburg,27.805096,-82.638947,Taco Bell,FL
Las Vegas,36.124552,-115.279373,Taco Bell,NV
Las Vegas,36.124552,-115.279373,Taco Bell,NV
San Luis Obispo,35.287564,-120.664691,Taco Bell,CA
Maysville,38.626929,-83.790875,Taco Bell,KY
Memphis,35.039655,-90.069555,Taco Bell,TN
Yorkville,43.114231,-75.27634,Taco Bell,NY
Saint Clair,40.72859,-76.193586,Taco Bell,PA
